id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
308,DDD,2014J,F,South East,A Level or Equivalent,30-40%,55<=,0,60,N,Withdrawn
309,CCC,2014B,F,Wales,HE Qualification,20-30%,35-55,3,60,N,Pass
310,AAA,2014J,F,Wales,Lower Than A Level,90-100%,35-55,0,90,N,Fail
311,EEE,2013B,M,East Anglian,A Level or Equivalent,70-80%,55<=,3,60,Y,Fail
312,EEE,2014J,F,North West,Lower Than A Level,70-80%,35-55,1,90,N,Withdrawn
313,AAA,2014J,M,North West,A Level or Equivalent,90-100%,0-35,0,90,N,Distinction
314,BBB,2014J,F,South East,HE Qualification,0-10%,0-35,0,120,N,Fail
315,BBB,2014B,M,North West,HE Qualification,90-100%,35-55,1,120,N,Pass
316,EEE,2014B,F,Scotland,Lower Than A Level,10-20%,35-55,2,30,N,Fail
317,FFF,2014B,M,East Anglian,Lower Than A Level,10-20%,0-35,1,60,N,Withdrawn
318,FFF,2014B,F,South East,Lower Than A Level,20-30%,0-35,1,90,Y,Withdrawn
319,GGG,2013B,M,London,HE Qualification,10-20%,55<=,0,90,N,Withdrawn
320,FFF,2013B,M,Scotland,Lower Than A Level,0-10%,0-35,0,30,N,Withdrawn
321,CCC,2014B,F,South East,A Level or Equivalent,10-20%,0-35,3,60,N,Distinction
322,AAA,2013B,M,North West,Lower Than A Level,40-50%,35-55,0,90,N,Distinction
323,EEE,2013B,M,East Anglian,HE Qualification,30-40%,0-35,0,60,N,Withdrawn
324,GGG,2013B,M,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Pass
325,GGG,2014B,F,Scotland,No Formal quals,10-20%,35-55,1,60,N,Distinction
326,BBB,2014J,F,Wales,HE Qualification,90-100%,55<=,1,60,N,Pass
327,BBB,2014B,F,South East,Lower Than A Level,30-40%,0-35,0,60,N,Pass
328,AAA,2013B,F,East Anglian,A Level or Equivalent,40-50%,0-35,0,30,N,Fail
329,AAA,2014B,M,Wales,HE Qualification,10-20%,0-35,0,90,N,Pass
330,DDD,2014B,F,South East,HE Qualification,20-30%,35-55,0,30,N,Distinction
331,DDD,2014B,F,Yorkshire,Lower Than A Level,20-30%,0-35,3,90,N,Fail
332,CCC,2014B,M,Scotland,HE Qualification,90-100%,0-35,0,30,N,Fail
333,CCC,2014B,F,Wales,HE Qualification,10-20%,35-55,3,90,N,Withdrawn
334,FFF,2013B,F,North West,Post Graduate Qualification,50-60%,55<=,0,60,Y,Pass
335,DDD,2014J,M,Wales,A Level or Equivalent,50-60%,0-35,1,60,N,Fail
336,FFF,2014B,M,Yorkshire,Lower Than A Level,0-10%,0-35,0,30,N,Pass
337,GGG,2013B,F,East Anglian,A Level or Equivalent,30-40%,35-55,1,60,N,Withdrawn
338,CCC,2013B,F,London,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
339,BBB,2014J,M,London,Lower Than A Level,10-20%,35-55,1,30,N,Distinction
340,GGG,2014B,M,East Anglian,HE Qualification,60-70%,0-35,1,90,N,Pass
341,EEE,2013B,F,Scotland,HE Qualification,50-60%,0-35,0,30,N,Withdrawn
342,CCC,2014B,F,North West,A Level or Equivalent,40-50%,0-35,2,120,N,Pass
343,EEE,2014B,F,Yorkshire,Post Graduate Qualification,20-30%,0-35,0,60,N,Pass
344,DDD,2014J,F,Scotland,A Level or Equivalent,60-70%,35-55,0,30,N,Distinction
345,GGG,2014B,F,Scotland,No Formal quals,90-100%,35-55,0,120,N,Distinction
346,BBB,2014J,M,North West,Lower Than A Level,80-90%,35-55,0,30,N,Fail
347,GGG,2014B,F,Wales,A Level or Equivalent,10-20%,35-55,2,90,N,Pass
348,GGG,2014J,M,North West,A Level or Equivalent,60-70%,0-35,1,60,N,Pass
349,BBB,2013B,M,South East,HE Qualification,20-30%,55<=,0,60,N,Pass
350,BBB,2014B,M,East Anglian,A Level or Equivalent,80-90%,35-55,0,90,N,Fail
351,DDD,2014J,M,London,HE Qualification,40-50%,0-35,0,30,N,Pass
352,AAA,2013B,M,East Anglian,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
353,CCC,2014B,M,Scotland,HE Qualification,50-60%,35-55,1,30,Y,Withdrawn
354,DDD,2014B,M,South East,No Formal quals,60-70%,0-35,0,90,N,Distinction
355,GGG,2014J,M,Yorkshire,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
356,GGG,2014J,M,London,A Level or Equivalent,10-20%,0-35,0,30,N,Distinction
357,BBB,2013B,M,Wales,A Level or Equivalent,90-100%,55<=,0,30,N,Fail
358,GGG,2013B,M,Yorkshire,HE Qualification,40-50%,35-55,0,60,N,Fail
359,AAA,2014J,F,South East,A Level or Equivalent,10-20%,35-55,0,120,N,Distinction
360,FFF,2013B,M,Scotland,Lower Than A Level,40-50%,55<=,0,120,N,Withdrawn
361,FFF,2014B,M,South East,A Level or Equivalent,0-10%,0-35,2,90,N,Pass
362,GGG,2014J,F,East Anglian,A Level or Equivalent,50-60%,55<=,0,90,N,Fail
363,BBB,2014J,F,North West,Lower Than A Level,40-50%,0-35,1,90,N,Fail
364,GGG,2014J,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass
365,AAA,2013B,M,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Distinction
366,DDD,2013B,M,East Anglian,HE Qualification,60-70%,0-35,0,60,N,Pass
367,DDD,2013B,M,Wales,Post Graduate Qualification,80-90%,0-35,0,30,N,Fail
368,CCC,2014J,F,East Anglian,Post Graduate Qualification,30-40%,0-35,1,90,N,Pass
369,AAA,2013B,M,Scotland,Lower Than A Level,0-10%,0-35,1,60,N,Pass
370,FFF,2014B,M,London,HE Qualification,50-60%,0-35,0,60,N,Pass
371,CCC,2014J,F,London,A Level or Equivalent,90-100%,35-55,0,90,N,Fail
372,EEE,2014B,F,Scotland,Lower Than A Level,30-40%,55<=,0,30,N,Withdrawn
373,CCC,2014J,M,Scotland,A Level or Equivalent,10-20%,0-35,0,120,N,Pass
374,CCC,2014B,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
375,GGG,2014B,M,Yorkshire,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
376,AAA,2014J,F,London,HE Qualification,30-40%,35-55,0,90,N,Pass
377,FFF,2014B,F,East Anglian,A Level or Equivalent,20-30%,35-55,0,30,Y,Fail
378,FFF,2013B,F,Yorkshire,HE Qualification,70-80%,55<=,0,60,N,Pass
379,CCC,2014B,M,East Anglian,A Level or Equivalent,10-20%,0-35,0,90,N,Pass
380,BBB,2014J,F,South East,A Level or Equivalent,60-70%,0-35,0,30,N,Fail
381,AAA,2014J,M,North West,HE Qualification,30-40%,55<=,1,60,N,Pass
382,GGG,2013B,F,London,HE Qualification,30-40%,35-55,0,60,N,Withdrawn
383,GGG,2013B,F,South East,Post Graduate Qualification,20-30%,0-35,0,60,N,Withdrawn
384,BBB,2014B,F,Yorkshire,A Level or Equivalent,80-90%,55<=,0,90,N,Withdrawn
385,AAA,2014J,F,East Anglian,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
386,AAA,2014B,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Distinction
387,AAA,2014B,M,East Anglian,A Level or Equivalent,80-90%,0-35,1,90,N,Distinction
388,FFF,2014J,F,South East,A Level or Equivalent,70-80%,35-55,0,30,N,Withdrawn
389,GGG,2014B,F,Yorkshire,A Level or Equivalent,40-50%,35-55,1,60,N,Pass
390,BBB,2014J,F,East Anglian,HE Qualification,90-100%,0-35,1,30,N,Withdrawn
391,FFF,2014B,F,South East,A Level or Equivalent,50-60%,0-35,0,90,N,Pass
392,BBB,2014J,F,London,HE Qualification,40-50%,0-35,0,30,N,Fail
393,CCC,2013B,M,Yorkshire,Post Graduate Qualification,30-40%,0-35,2,60,N,Pass
394,EEE,2014J,M,Yorkshire,A Level or Equivalent,90-100%,35-55,1,60,N,Distinction
395,FFF,2014J,M,London,HE Qualification,20-30%,0-35,3,30,N,Pass
396,GGG,2013B,M,Scotland,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn
397,AAA,2013B,M,Wales,HE Qualification,20-30%,35-55,3,90,N,Withdrawn
398,BBB,2014J,F,Yorkshire,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
399,BBB,2013B,M,Yorkshire,Post Graduate Qualification,20-30%,35-55,0,60,N,Distinction
400,CCC,2014B,M,North West,Lower Than A Level,80-90%,35-55,0,30,N,Withdrawn
401,GGG,2013B,F,London,Lower Than A Level,80-90%,0-35,0,60,N,Pass
402,FFF,2014B,F,North West,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
403,CCC,2014J,M,East Anglian,A Level or Equivalent,90-100%,35-55,0,60,Y,Pass
404,GGG,2014B,M,Yorkshire,HE Qualification,50-60%,35-55,0,30,N,Pass
405,DDD,2013B,F,East Anglian,A Level or Equivalent,80-90%,35-55,2,90,N,Withdrawn
406,DDD,2014B,M,London,A Level or Equivalent,50-60%,0-35,3,60,N,Withdrawn
407,DDD,2013B,F,East Anglian,HE Qualification,0-10%,35-55,2,60,N,Fail
408,BBB,2014B,M,South East,HE Qualification,40-50%,35-55,3,30,N,Withdrawn
409,GGG,2013B,M,East Anglian,HE Qualification,0-10%,0-35,1,60,N,Pass
410,AAA,2014B,F,North West,HE Qualification,60-70%,0-35,2,60,N,Pass
411,BBB,2013B,M,Scotland,HE Qualification,10-20%,0-35,0,60,N,Pass
412,BBB,2013B,F,East Anglian,A Level or Equivalent,30-40%,35-55,0,120,Y,Fail
413,BBB,2013B,F,East Anglian,A Level or Equivalent,80-90%,0-35,1,60,N,Pass
414,AAA,2014J,F,London,A Level or Equivalent,70-80%,35-55,0,30,N,Pass
415,AAA,2014J,F,Wales,HE Qualification,30-40%,0-35,1,60,N,Pass
416,EEE,2014J,F,East Anglian,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
417,GGG,2014J,F,Scotland,Lower Than A Level,50-60%,0-35,0,90,N,Pass
418,AAA,2014B,F,North West,HE Qualification,30-40%,35-55,0,60,N,Distinction
419,CCC,2013B,M,London,HE Qualification,70-80%,0-35,1,90,N,Pass
420,DDD,2014J,M,East Anglian,A Level or Equivalent,10-20%,35-55,0,60,N,Fail
421,GGG,2014J,M,North West,HE Qualification,40-50%,55<=,0,30,N,Pass
422,EEE,2014B,M,Wales,HE Qualification,20-30%,0-35,0,60,N,Distinction
423,FFF,2013B,F,East Anglian,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
424,EEE,2014B,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction
425,CCC,2014B,F,London,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
426,BBB,2014J,F,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
427,GGG,2013B,F,Yorkshire,A Level or Equivalent,20-30%,0-35,2,90,N,Withdrawn
428,FFF,2014B,M,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,Pass
429,AAA,2014J,F,East Anglian,No Formal quals,80-90%,0-35,3,60,N,Withdrawn
430,FFF,2014J,F,London,A Level or Equivalent,30-40%,55<=,1,90,N,Pass
431,AAA,2013B,M,North West,No Formal quals,70-80%,0-35,2,60,N,Fail
432,FFF,2014B,M,Yorkshire,Lower Than A Level,30-40%,55<=,1,60,N,Pass
433,FFF,2014B,M,North West,HE Qualification,30-40%,0-35,0,60,N,Pass
434,AAA,2014B,F,Wales,HE Qualification,20-30%,55<=,0,30,N,Pass
435,DDD,2013B,F,North West,HE Qualification,70-80%,35-55,0,60,N,Withdrawn
436,AAA,2013B,F,Yorkshire,Lower Than A Level,20-30%,0-35,0,60,N,Distinction
437,DDD,2013B,M,East Anglian,HE Qualification,20-30%,35-55,0,90,N,Withdrawn
438,GGG,2014J,M,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
439,AAA,2014B,F,Scotland,A Level or Equivalent,50-60%,0-35,1,90,N,Pass
440,CCC,2013B,F,Scotland,Lower Than A Level,70-80%,0-35,0,30,N,Pass
441,GGG,2014J,M,North West,Lower Than A Level,10-20%,35-55,0,30,N,Withdrawn
442,CCC,2014B,F,East Anglian,HE Qualification,90-100%,35-55,0,60,N,Fail
443,AAA,2014B,F,Wales,HE Qualification,20-30%,0-35,0,60,N,Fail
444,DDD,2013B,F,South East,A Level or Equivalent,10-20%,35-55,0,30,N,Withdrawn
445,DDD,2014B,M,Wales,Lower Than A Level,10-20%,0-35,1,30,N,Fail
446,EEE,2014B,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Pass
447,CCC,2014B,M,Yorkshire,A Level or Equivalent,40-50%,0-35,2,60,N,Pass
448,GGG,2014B,M,East Anglian,Lower Than A Level,0-10%,0-35,0,60,N,Pass
449,DDD,2014B,M,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,Fail
450,CCC,2014J,M,South East,HE Qualification,60-70%,0-35,0,60,N,Distinction
451,GGG,2014J,F,East Anglian,Post Graduate Qualification,70-80%,0-35,0,30,N,Pass
452,GGG,2014B,M,Yorkshire,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
453,DDD,2013B,F,Yorkshire,Lower Than A Level,0-10%,35-55,0,60,N,Distinction
454,AAA,2013B,M,East Anglian,A Level or Equivalent,20-30%,35-55,1,60,Y,Pass
455,EEE,2013B,F,North West,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn
456,DDD,2013B,M,Wales,HE Qualification,50-60%,35-55,0,90,N,Pass
457,BBB,2014B,F,East Anglian,A Level or Equivalent,20-30%,0-35,2,30,N,Fail
458,EEE,2013B,F,Yorkshire,HE Qualification,30-40%,35-55,0,60,N,Pass
459,FFF,2013B,M,East Anglian,Lower Than A Level,50-60%,0-35,0,90,N,Pass
460,AAA,2014J,M,Wales,HE Qualification,50-60%,0-35,0,60,N,Withdrawn
461,FFF,2013B,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail
462,AAA,2014J,F,Scotland,A Level or Equivalent,60-70%,0-35,1,60,Y,Withdrawn
463,FFF,2013B,F,Yorkshire,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
464,CCC,2014B,M,Scotland,A Level or Equivalent,80-90%,35-55,0,30,Y,Fail
465,AAA,2013B,M,South East,Lower Than A Level,90-100%,0-35,0,60,N,Distinction
466,GGG,2014B,M,Yorkshire,Lower Than A Level,30-40%,0-35,0,30,N,Withdrawn
467,BBB,2013B,M,North West,A Level or Equivalent,30-40%,35-55,0,30,N,Pass
468,EEE,2013B,F,London,A Level or Equivalent,20-30%,35-55,0,30,N,Withdrawn
469,BBB,2014J,M,North West,HE Qualification,30-40%,55<=,3,60,N,Pass
470,GGG,2014J,F,London,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
471,FFF,2014B,M,Wales,Post Graduate Qualification,60-70%,35-55,0,30,N,Fail
472,FFF,2014J,F,Wales,A Level or Equivalent,0-10%,35-55,0,30,N,Pass
473,DDD,2014J,M,South East,Post Graduate Qualification,90-100%,0-35,0,120,N,Fail
474,DDD,2014J,M,Wales,HE Qualification,0-10%,0-35,0,30,N,Withdrawn
475,EEE,2014J,F,East Anglian,Lower Than A Level,40-50%,0-35,3,60,N,Pass
476,FFF,2013B,F,Wales,Lower Than A Level,40-50%,0-35,1,60,N,Withdrawn
477,FFF,2013B,F,South East,Lower Than A Level,30-40%,35-55,0,30,N,Fail
478,AAA,2014B,M,London,Lower Than A Level,20-30%,35-55,2,30,N,Pass
479,EEE,2014B,F,Wales,HE Qualification,50-60%,0-35,1,30,N,Fail
480,AAA,2014J,F,South East,Lower Than A Level,0-10%,0-35,0,120,N,Fail
481,CCC,2013B,M,East Anglian,A Level or Equivalent,70-80%,55<=,2,60,N,Pass
482,FFF,2013B,F,Wales,A Level or Equivalent,60-70%,0-35,1,60,N,Pass
483,BBB,2013B,M,North West,HE Qualification,70-80%,0-35,1,90,N,Pass
484,FFF,2014J,M,London,HE Qualification,80-90%,55<=,0,60,N,Withdrawn
485,DDD,2014J,F,Yorkshire,Post Graduate Qualification,80-90%,0-35,0,60,N,Fail
486,BBB,2014J,F,Scotland,HE Qualification,10-20%,35-55,1,60,N,Withdrawn
487,CCC,2014J,F,London,A Level or Equivalent,80-90%,35-55,0,60,Y,Pass
488,DDD,2014J,F,North West,HE Qualification,50-60%,0-35,3,60,N,Distinction
489,FFF,2014B,M,Scotland,A Level or Equivalent,10-20%,0-35,0,90,N,Withdrawn
490,EEE,2014B,M,Wales,Lower Than A Level,90-100%,35-55,0,30,N,Withdrawn
491,GGG,2013B,M,South East,Post Graduate Qualification,80-90%,0-35,1,30,N,Fail
492,GGG,2014B,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
493,FFF,2013B,F,South East,HE Qualification,80-90%,0-35,0,30,N,Withdrawn
494,EEE,2014J,F,North West,HE Qualification,70-80%,35-55,1,120,N,Distinction
495,CCC,2014B,M,South East,HE Qualification,40-50%,0-35,1,60,N,Pass
496,CCC,2014B,M,Scotland,A Level or Equivalent,10-20%,0-35,0,30,Y,Pass
497,AAA,2014B,M,East Anglian,No Formal quals,70-80%,0-35,0,60,N,Withdrawn
498,CCC,2014J,M,London,HE Qualification,90-100%,0-35,0,90,N,Withdrawn
499,GGG,2014J,M,London,A Level or Equivalent,10-20%,35-55,0,60,N,Distinction
500,CCC,2014B,M,Yorkshire,Lower Than A Level,0-10%,35-55,1,60,N,Distinction
501,AAA,2014J,F,North West,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn
502,EEE,2014J,F,East Anglian,Lower Than A Level,20-30%,35-55,0,60,N,Pass
503,GGG,2014J,M,London,A Level or Equivalent,30-40%,35-55,0,60,N,Fail
504,GGG,2014J,M,East Anglian,HE Qualification,90-100%,35-55,0,60,N,Withdrawn
505,BBB,2013B,M,Wales,A Level or Equivalent,90-100%,0-35,0,90,N,Pass
506,DDD,2014B,F,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn
507,DDD,2013B,M,East Anglian,Lower Than A Level,20-30%,35-55,1,120,N,Fail
508,BBB,2013B,F,North West,HE Qualification,20-30%,35-55,2,30,N,Distinction
509,BBB,2014B,M,North West,A Level or Equivalent,0-10%,35-55,0,90,N,Fail
510,BBB,2013B,M,London,No Formal quals,70-80%,0-35,1,60,N,Pass
511,GGG,2013B,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
512,FFF,2014J,M,Wales,HE Qualification,80-90%,0-35,0,120,Y,Distinction
513,FFF,2013B,M,London,Post Graduate Qualification,60-70%,0-35,0,90,N,Withdrawn
514,FFF,2014B,F,North West,HE Qualification,40-50%,0-35,0,90,N,Fail
515,GGG,2014J,F,Yorkshire,Lower Than A Level,90-100%,0-35,0,30,N,Fail
516,AAA,2013B,M,Scotland,HE Qualification,10-20%,0-35,2,30,N,Fail
517,GGG,2014B,M,Yorkshire,Post Graduate Qualification,40-50%,0-35,0,120,N,Distinction
518,AAA,2014J,M,North West,HE Qualification,20-30%,55<=,0,120,N,Pass
519,DDD,2014J,F,East Anglian,A Level or Equivalent,10-20%,0-35,0,60,N,Distinction
520,EEE,2014J,M,Wales,No Formal quals,90-100%,0-35,2,60,N,Pass
521,CCC,2014B,M,East Anglian,A Level or Equivalent,60-70%,35-55,0,60,N,Fail
522,BBB,2014J,F,Yorkshire,HE Qualification,10-20%,0-35,3,30,N,Pass
523,BBB,2014B,F,East Anglian,HE Qualification,10-20%,0-35,3,60,N,Withdrawn
524,FFF,2014B,F,London,HE Qualification,30-40%,0-35,0,120,N,Withdrawn
525,CCC,2014J,M,South East,HE Qualification,80-90%,0-35,0,60,N,Withdrawn
526,CCC,2014J,F,East Anglian,A Level or Equivalent,10-20%,0-35,0,90,N,Withdrawn
527,GGG,2014B,M,North West,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
528,BBB,2014J,M,Scotland,Post Graduate Qualification,10-20%,0-35,0,60,Y,Pass
529,GGG,2014B,F,Scotland,Lower Than A Level,30-40%,0-35,1,60,N,Pass
530,GGG,2013B,M,Yorkshire,Post Graduate Qualification,50-60%,0-35,2,60,N,Pass
531,EEE,2014B,F,Wales,A Level or Equivalent,10-20%,35-55,0,90,N,Fail
532,BBB,2014J,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
533,BBB,2014B,F,London,A Level or Equivalent,20-30%,0-35,0,120,N,Fail
534,BBB,2014B,M,Yorkshire,A Level or Equivalent,0-10%,0-35,0,30,N,Distinction
535,EEE,2014J,F,Yorkshire,HE Qualification,0-10%,35-55,0,120,N,Withdrawn
536,BBB,2014J,F,Wales,Lower Than A Level,10-20%,0-35,2,60,N,Withdrawn
537,DDD,2014B,M,North West,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn
538,AAA,2014J,F,Scotland,HE Qualification,0-10%,0-35,0,30,N,Distinction
539,DDD,2014B,F,Scotland,A Level or Equivalent,50-60%,55<=,0,60,Y,Withdrawn
540,AAA,2014B,M,North West,HE Qualification,0-10%,0-35,0,60,N,Pass
541,EEE,2014J,F,South East,A Level or Equivalent,20-30%,35-55,2,120,N,Pass
542,AAA,2013B,F,East Anglian,A Level or Equivalent,10-20%,0-35,2,90,N,Pass
543,BBB,2013B,M,London,Post Graduate Qualification,30-40%,0-35,0,30,N,Pass
544,BBB,2013B,F,Yorkshire,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
545,FFF,2014J,F,Yorkshire,A Level or Equivalent,40-50%,55<=,1,60,N,Pass
546,AAA,2013B,F,South East,Lower Than A Level,0-10%,35-55,0,90,N,Pass
547,DDD,2014J,F,South East,Post Graduate Qualification,10-20%,0-35,0,90,N,Withdrawn
548,EEE,2014J,M,Scotland,Lower Than A Level,30-40%,0-35,3,60,N,Distinction
549,DDD,2014J,M,Yorkshire,A Level or Equivalent,20-30%,0-35,0,30,N,Distinction
550,EEE,2014J,F,London,A Level or Equivalent,50-60%,35-55,0,30,N,Pass
551,FFF,2014J,F,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Pass
552,CCC,2013B,M,South East,Lower Than A Level,70-80%,0-35,0,30,N,Fail
553,FFF,2014J,M,Yorkshire,No Formal quals,20-30%,0-35,1,60,N,Distinction
554,CCC,2013B,F,Wales,A Level or Equivalent,60-70%,55<=,1,90,N,Withdrawn
555,GGG,2014B,F,London,Lower Than A Level,10-20%,0-35,0,60,N,Withdrawn
556,DDD,2014J,M,South East,HE Qualification,90-100%,0-35,0,120,N,Fail
557,FFF,2013B,F,South East,HE Qualification,90-100%,0-35,1,90,N,Pass
558,GGG,2013B,M,Yorkshire,HE Qualification,20-30%,0-35,0,60,N,Pass
559,FFF,2014J,F,Wales,HE Qualification,20-30%,0-35,0,30,N,Withdrawn
560,FFF,2013B,F,North West,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn
561,DDD,2013B,F,South East,A Level or Equivalent,90-100%,0-35,0,90,N,Pass
562,AAA,2013B,M,East Anglian,Lower Than A Level,0-10%,0-35,0,60,N,Pass
563,DDD,2013B,M,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
564,BBB,2014B,M,Wales,HE Qualification,0-10%,0-35,0,90,N,Fail
565,GGG,2014J,M,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,Fail
566,BBB,2014B,F,Yorkshire,HE Qualification,90-100%,0-35,0,30,N,Pass
567,BBB,2013B,F,Wales,HE Qualification,10-20%,35-55,0,60,N,Pass
568,BBB,2014J,M,Yorkshire,No Formal quals,50-60%,0-35,1,60,Y,Withdrawn
569,EEE,2014B,F,Scotland,HE Qualification,60-70%,0-35,0,60,Y,Pass
570,DDD,2013B,F,South East,HE Qualification,70-80%,0-35,0,90,N,Distinction
571,GGG,2014B,F,North West,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
572,CCC,2013B,F,North West,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
573,BBB,2014B,M,Wales,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn
574,AAA,2014J,M,Yorkshire,Lower Than A Level,80-90%,35-55,0,60,N,Distinction
575,AAA,2014B,F,Wales,A Level or Equivalent,30-40%,0-35,0,30,N,Fail
576,CCC,2014J,F,Yorkshire,A Level or Equivalent,40-50%,0-35,0,60,Y,Withdrawn
577,GGG,2014J,F,Scotland,Post Graduate Qualification,70-80%,0-35,0,60,N,Distinction
578,DDD,2014B,F,Yorkshire,HE Qualification,80-90%,0-35,1,60,N,Withdrawn
579,GGG,2014J,M,East Anglian,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
580,AAA,2014J,F,Yorkshire,HE Qualification,40-50%,0-35,3,60,N,Withdrawn
581,AAA,2014B,M,North West,HE Qualification,80-90%,0-35,0,60,N,Fail
582,FFF,2014J,F,South East,No Formal quals,10-20%,35-55,0,30,N,Pass
583,AAA,2014B,F,South East,Lower Than A Level,30-40%,0-35,0,60,N,Fail
584,AAA,2014J,F,North West,HE Qualification,50-60%,0-35,1,60,N,Withdrawn
585,CCC,2013B,M,Wales,A Level or Equivalent,0-10%,35-55,0,60,N,Distinction
586,GGG,2014B,F,Wales,HE Qualification,90-100%,0-35,3,120,N,Withdrawn
587,EEE,2013B,F,South East,Lower Than A Level,30-40%,35-55,1,30,N,Distinction
588,AAA,2013B,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
589,FFF,2014B,F,Wales,Post Graduate Qualification,40-50%,0-35,0,120,N,Pass
590,FFF,2013B,F,Yorkshire,HE Qualification,40-50%,0-35,0,60,Y,Withdrawn
591,FFF,2013B,M,East Anglian,HE Qualification,90-100%,35-55,0,60,Y,Withdrawn
592,GGG,2014J,M,East Anglian,Post Graduate Qualification,80-90%,0-35,2,30,N,Pass
593,BBB,2013B,F,North West,Post Graduate Qualification,50-60%,0-35,1,60,N,Fail
594,GGG,2014J,M,Wales,HE Qualification,40-50%,0-35,0,120,N,Fail
595,CCC,2013B,F,London,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
596,FFF,2014B,M,Wales,Post Graduate Qualification,60-70%,0-35,0,60,N,Withdrawn
597,EEE,2013B,M,Wales,Lower Than A Level,90-100%,0-35,1,90,N,Pass
598,FFF,2013B,F,South East,A Level or Equivalent,30-40%,35-55,0,90,N,Fail
599,EEE,2014J,F,Scotland,Lower Than A Level,10-20%,55<=,0,60,N,Withdrawn
600,EEE,2013B,M,Wales,Post Graduate Qualification,10-20%,55<=,0,90,N,Pass
601,EEE,2014J,F,Scotland,A Level or Equivalent,50-60%,0-35,2,30,N,Pass
602,FFF,2014B,M,North West,HE Qualification,30-40%,0-35,0,120,N,Pass
603,FFF,2014B,F,London,A Level or Equivalent,80-90%,35-55,0,90,N,Withdrawn
604,AAA,2014J,M,Scotland,Lower Than A Level,80-90%,35-55,2,60,N,Distinction
605,FFF,2014B,F,South East,A Level or Equivalent,10-20%,0-35,1,60,N,Distinction
606,DDD,2014B,M,Yorkshire,HE Qualification,90-100%,35-55,0,120,N,Withdrawn
607,CCC,2014B,F,Wales,Lower Than A Level,60-70%,0-35,1,30,N,Withdrawn
608,DDD,2014B,F,North West,A Level or Equivalent,20-30%,35-55,0,60,Y,Fail
609,GGG,2014J,F,South East,No Formal quals,20-30%,55<=,0,60,N,Fail
610,GGG,2014B,M,North West,A Level or Equivalent,10-20%,55<=,0,60,Y,Distinction
611,FFF,2013B,F,North West,Lower Than A Level,40-50%,0-35,0,30,N,Withdrawn
612,DDD,2014J,M,East Anglian,A Level or Equivalent,0-10%,0-35,1,60,N,Pass
613,FFF,2014B,F,South East,HE Qualification,10-20%,35-55,0,120,Y,Withdrawn
614,CCC,2014J,F,Wales,A Level or Equivalent,70-80%,35-55,0,90,N,Withdrawn
